,Text,Level
10,"A limited number of major treks are offered for strong mountain walkers. These sometimes involve walking at elevations over 10,000 feet, with substantial altitude gains and losses during a single day. We may lodge with the local people or rough-camp in the world's great mountain ranges like the Atlas, Kackar, Himalayas and Andes. Or we use a mixture of well-appointed camp-sites and alpine chalets in more sophisticated mountain areas such as the Alps. Such trips usually involve support vehicles, porterage or pack animals. We rarely backpack or carry heavy gear.",4
11,"Going Home
This drama was very sad sometimes, and was difficult to watch. An old dog travels across the country to find its owners. The dog is welcomed by many people, but all the dog wants is to find its family. A wonderful movie, but sad!   
",0
12,"Another of the most famous modern apples was discovered in Australia by Maria Anne Smith. The daughter of transported convicts, Maria was fiercely independent, rejecting both the criminal life of her parents and the bureaucratic hypocrisy of the colonial administration. She worked as a midwife in the small township of Eastwood in New South Wales, where she was known as 'Granny-Smith' because she took on responsibility for maintaining the farm and orchard, which was the family's main source of income. One day in 1868 she found a small tree pushing its way through a pile of discarded fruit. She transplanted it and before long was harvesting the world's first major crop of green apples, soon to be famous all over the world. When asked how the tree came about she said, 'Well, it's just like God to make something useful out of what we think is rubbish' - a comment which referred not only to the fruit but also her own convict origins.",4
13,"We are Talking Big Boots here. Really BIGTIME Boots.
I stood in my 800-dollar-each designer-label cowboy boots on the rocks of an old formation in the Arizona desert sand. Money no object. I wore the whole truly cowboy outfit and if you had the outfit you might be a cowboy. But I was not. It wasn't working. I squinted info the morning sun looking out at the Arizona mountains and I had to admit, I was not at home on the range,
Flying in from Denver just after dawn, I had the feeling that I just might pass far an ol' cowhand coming in from the sky. The feeling didn't last past the first real cowboy in the luggage hall of Phoenix airport. He was wearing a sweat-stained I-shirt, needed a shave, and was hoisting a dirty canvas bag off the conveyer belt when he caught sight of my brand new cowboy boots. He slowly raised one eyebrow and moved off out of the door without looking back.
There ought to be, somewhere, hanging in a closet, a suit of clothes an ex-racing driver can put on without feeling like he is from another planet. Something he could wear so that wherever he goes he doesn't get the feeling that everybody is talking another language and doing whatever they do at half speed. I liked, no, not liked... I flatout loved being a racing driver, driving racing cars. I am addicted to it and it is all I know how to do. But I don't do it any more. I couldn't if I wanted to. Question is, I thought, looking into the mean, rust-coloured rock of the mountains in the distance, what do I do now?
A racing driver should have one or two fall-back identities lined up for when he climbs out of his car. I thought I did, but when I reached for them they just disappeared. How about: an ex-racing driver adds colour to the commentary direct from the trackside? 'We got fifteen guys, all of them former Indy and Formula One drivers, fifteen guys in front of you, Forrest, standing in line to be colour commentators. We'll call you.'
Well then, how about: an ex-racing driver coins a partnership to sell classic cars? That lasted nearly all winter with phone calls, lunches, lawyers und meetings with bankers. But it was the year nobody was buying old Ferraris and Honda was 'reviewing' its dealer list. So in the end I gracefully withdrew before there was nothing to withdraw from. Being an 'ex' anything is depressing work. I mean you tell me, how badly do you want to hear about how I was almost the World Champion? Nobody wants to hear a story that ends in 'almost'. And even if I had been world champion you could probably just about stand to listen to the story for five minutes before your ears turned to cement. Last year's champion was last year.
Not that I want sympathy. Which is just as well, since I don't get any. Well, why should I? I had a good run, made money and hung on to enough. But oh, man, I miss the heat of slipping into that graceful, elegant, shrink-wrapped super-tech machine with seven hundred horsepower behind my neck. Zero to a hundred and fifty miles an hour in 4,9 seconds. And yes, I miss coming within an eyelash of killing myself every race or so. I miss the bright and gorgeous people and the reporters who acted as if what I said mattered. Being famous, even in a minor way, isn't all bad. Businessmen and politicians bragged to their friends that they knew me. Little boys slid under fences to get my autograph. And now that I don't drive a racing car... Only last week the phone rang twice. I have time in the morning and I have time in the afternoon. And let me just check, but I think tomorrow is free, so much empty time.
I looked up into the soft blue morning sky. No buzzards overhead. Maybe Arizona doesn't have buzzards. But a couple of little brown birds in a saguaro cactus just in front of me were giving me advice, something like 'get away from our nest before we sing our hearts out'. It had never occurred to me that the desert had songbirds. It did occur to me that a bogus cowboy in designer boots had a lot to learn.",5
14,"Up until quite recently, I would have said that opera is first and foremost theatre. Not any more. After a brief spell working at u national opera house, I learned that opera is, in fact, only secondly theatre. The music comes first. That's as it should be, of course. But I come from a different world, the world of the theatre, where the word and the actor speaking it have primacy, where there is nobody out front directing the action once the event is under way, and where performer and audience (mostly) speak the same language.
At any musical performance, whether in concert hall or opera house, there will generally be a substantial minority of people who, like me, have little technical or academic understanding of music. Some of them will be aware of, possibly even embarrassed by, how much they don't know. Most will be awestruck by the skill of the performers. A dazzling coloratura or an impeccable string section are easy to admire. Even a moderately good musician is showing us the results of years of punishingly hard work. Being in the audience for top-class music is not unlike watching an athletics match - we know athletes are doing something broadly similar to what we do when running for a bus, but we also recognise by how much it excess our best efforts.
Theatre audiences by contrast, come with a different set of expectations. In the main they do not understand the nature of an actor's skill and are not particularly awed by an activity which, a lot of the time, appears to be very close to what they could do themselves. They are not usually impressed when an actor completes a long and difficult speech (although 'how do you learn all those lines?' is the question every actor gets asked). None of this means that theatre audiences are more generous or less demanding than their counterparts in the concert hall, indeed quite a lot of them are the same people. What perhaps it does mean is that audiences and performer meet on more equal terms in the theatre than elsewhere, no matter how challenging the material or spectacular the event. The question is, does music need to learn anything from the theatre about this relationship? I would say yes, partly because I have seen how a different approach can transform the concert-goers experience.
Music in live performance is inherently theatrical, full of passion, humour, melancholy, intimacy, grandeur, vulnerable to the possibility that something will go unexpectedly wrong, reaching into the imagination of the listener not just as an individual but as part of a collective. The conventions which still largely dominate music presentation, including strict dress codes and an exaggerated deference to the status of conductors and soloists, emphasise the difference between players and listeners in a way which often feels uncomfortably hierarchical. On the other hand, the tendency of contemporary music audiences to interrupt the momentum of performance by applauding between movements or after a canicular piece of virtuosity, while it is often a spontaneous expression of appreciation, can also be insensitive to the dramatic integrity of the whole work.
Is there anything to be done? Of course a huge amount is being done. Pioneering work is going on all over the country to encourage new audiences into concert halls and opera houses, and to break down the barriers that make people feel that 'serious' music is not for them. I remember a remarkable event, the staging of Jonathan Dove's community opera In Search of Angels, which followed the action from location to location within a cathedral and then out into the town. It was a musical experience of the highest order, in which the skills, and the generosity, of the professional musicians were absolutely central and it was also life-changing for many of the audience, who were not just there to see and hear but also to contribute directly.
Perhaps what I yearn for in music is a bit more of the risk and radicalism that theatre at its best can display. Sometimes it can come from the use of unfamiliar or challenging locations, where normal expectations are disrupted. This can have startling effects on performer and audience alike. Comforts may have to be foregone, perhaps the acoustic isn't great, maybe it's a bit cold, but theatre audiences have learned to be intrepid as they follow artists into the most unpromising spaces. I accept that most plays get put on in a pretty uncontroversial way, not greatly different from what happens in a conmen hall. However I remain convinced that something can and should happen to change the conventions of music-going. The only authority I can claim is that of the enthusiast: I love, and live by, the theatre and I spend as much time (and money) as I can going to hear music. I want them both to thrive, and for more and more people to get the pleasure I get from being the audience. ",5
15,"We were in a snow cave 91m below the summit when my climbing partner, Dougal Haston, began a conversation with Dave Clark, our Equipment Officer, about the relative merits of various sleeping bags. I thought this was strange, as only Dougal and I were present. Putting this down to oxygen deprivation, I then found myself talking to my feet. Already the cold was getting into the balls of my feet and I recalled other climbers who had lost fingers and toes from frostbite. It wasn't survival that was worrying us so much as the quality of our survival.
Over the next two days I relived our time spent on the summit ridge. I realised that I couldn't have been there with a better man than Dougal Hatton. He inspired great confidence in me and by now I was climbing with a calm presentiment mat somehow or other it was all going to work out. I realised I had to get a better rhythm going in order to reach the summit - which is what I did.",4
16,"'From the moment Sarah sat on a horse, age 1, that was it, her passion. When she was 5, she used to get up before us all to exercise her pony. To qualify for major shows you have to jump all over England. To save money, we sleep in the living quarters of our horse box. Sarah is well organised. She is 100% happy on a horse, she knows what she's doing. Watching your child succeed at something they love is hard to beat.' ",3
17,"My image of china-painting stemmed from a visit, long ago, to an arts and crafts exhibition where stern-looking grey-haired ladies demonstrated how to cover a teacup with delicate flowers using a series of deft brushstrokes. The spectacle was riveting, because each stroke formed a perfect petal or leaf. Their hands never wobbled, the paint never smudged, and the observer might have concluded that these women had either been practising their art for decades or had been born with an extraordinary talent for steady precision.
Mindful of this experience, I wondered what kind of people would have the courage to enrol on a course in china-painting. Would even the beginners display an intuitive artistry? In fact, the atmosphere turned out to be far from intimidating. The students were all there to have fun and not even the tutor wanted to paint petals on teacups with the robotic rapidity I had remembered.",5
18,"Human beings have been munching apples since prehistoric times. They spat out apple-pips in neolithic Britain. And 10,000 years ago they left apple remains to carbonise around their Swiss and Italian lakeside homes. In Switzerland and in the regions adjoining the Caucasus mountains, ancient humans even appear to have dry-stored apple-halves for winter. But these were wild crab apples, tiny wizened fruit which, in Ancient Britain came to be known as 'windings'. They had little in common with the apples we know today.",4
19,"Peter James' production of Harley Granville Barkers rich, panoramic comedy about fashion and the position of women in Edwardian society transfers to London after its success at the Edinburgh Festival. The staging is stylish, the acting excellent, the play itself an unjustly neglected classic.
Lyric Theatre, Hammersmith, London W6 (0208 741 2311)",4
20,"There are many different kinds of cats. They are different in size and they do not look or act the same. 
Tigers are the biggest cats. From head to tail they can be 3.7m long. Most cats don't like water, but tigers will often lie in a pool of water when it is hot! 
Lions are the only cats that stay together in large family groups. Several lions may work together to get food for the group. They usually live in flat, open countryside where they can see a long way and easily follow other animals. 
All cats need good eyes, because they catch smaller animals for their food. They also need to be fast, and very strong. ",1
21,"Cambridge Brass Rubbing Centre, the second oldest and longest surviving centre in the world, is one of the regions most unusual tourist attractions. Hours of enjoyment are to be had creating wall hangings by rubbing one of over a hundred different brass plates off tombs of medieval knights and ladies. By formulating resin copies, known as facsimiles, the centre has made it possible to preserve the originals and still make brass rubbing an accessible pastime to all. The brass plates, as an alternative means of memorial to the tomb statue, spread from Germany across medieval Europe and Scandinavia. Through various revolutions most of the beautiful brasses were destroyed. The vast majority of remaining brasses are to be found in Britain and the widest range of examples can be seen at the Cambridge Centre.",4
22,"Throughout our childhoods, Lydia and I distrusted any prize-winning book because we knew it would be worthy; and for 'worthy', read 'boring', we thought.
While our mother had been inclined to abhor our philistinism in tones of despising innuendo, our father would cheerfully dish us out tenpences, chapter by chapter, as inducements to make us cast our eyes over the occasional improving volume. Or he would slip the odd superior book in amongst our Christmas and birthday presents, labelled in bold marker pen, 'This Book is NOT Literature'. Though we dismissed most of his offerings as 'boys' books', he did, in this way, expose us to some shorter works of decent fiction and, just once, to a well-known anthology of verse.",5
23,"Visiting the theatre in London 400 years ago was very different from visiting a modern theatre. The building was round, there was no roof, and people got cold and wet if the weather was bad. The queen loved going to the Globe Theatre, by the River Thames, to see the plays of William Shakespeare. All the actors at that time were men. The visitors ate, talked to their friends, walked about during the show, and some people even threw things at the actors! 
Today, it is still possible to visit the Globe Theatre. A new theatre stands in the same place near the river. You can enjoy a Shakespeare play there or just learn about life in the seventeenth century. 
",1
24,"By 1918, four-fifths of the film-making capacity of the world had relocated to Hollywood. Locals disapproved, seeing their suburb of Los Angeles infected by these new vulgarians. But in the end snobbery yielded to the true American value, success. And success is the box-office gross. Hollywood knows a good film when it sees one: one that may make a star, but must make somebody's fortune.
In less than a century, Hollywood has grown from a toffee-nosed village to a town as famous as New York, Rome or Paris. And physically, of course, it has changed beyond recognition: a century ago, you would walk through orange groves to the village store. Yet in a way, it is still a village - parochial, with limited horizons - just a little bit of Los Angeles. For all who live and work in it, there is one topic of conversation - films: how much they have made, who is dating whom, who's been stabbed in the back, who is 'attached' to which project. Those who have been successful often try to get away: to work there, but live somewhere else. Yet it is still the one place in the world to which almost everyone who is anyone in show-business (and plenty who agent) eventually gravitates.",5
25,"Expressions and the gestures that go with them tell us more about the subject of a photograph than anything else. Even if he is obviously badly treated and hungry, a laughing child provokes a smile from the viewer, whereas a sad expression produces a sympathetic sadness in the viewer, however apparently comfortable the subject may be. Look for familiar expressions for your portraits: shrugs, winks, anger, tears, thumbs-up, fist-clenching and so on. They are an instant visual language.",4
26,"The true meaning and significance of heritage is that it gives people and communities a genuine sense of connection with the past. Obviously, we feel connected to our personal heritage usually, we know who and what our grandparents were, and we will have heard stories about how they lived. But, beyond that, there is a wider basic need to learn about our past, in order to help us understand and interpret our individual and national futures. Heritage represents a fundamental desire for continuity - assurance about the past goes a long way to assuring our future. It is through this continuity that we achieve our own place in history, our own immortality.
In the same way that you inherit your genes, you also inherit a culture which has been passed down through many generations. There are aspects of your national heritage that you may not like or condone, but it is yours, and it is reassuring to feel a part of something.
Heritage has a phenomenal amount to teach us and, I would say, is imperative for our well-being. It affects everything from customs to material culture. Traditionally, our link with the past was through the stories and legends passed down by our ancestors. But, because Western industrial society broke up communities and families, much of that oral tradition has already been lost. Instead, places and architectural 'memories' give us clues to our past. It is vitally important to conserve and restore these links as a testament to our ancestors' identity.",5
27,"PERTH
Wonderful long, golden beaches, superb restaurants serving fabulous food in delightful surroundings, lush green parks and the beautiful Swan River. City sightseeing tour included.
ALICE SPRINGS
Fly over the outback to famous Alice Springs in the heart of Aboriginal country. Full sightseeing tour. See Flying Doctor base and 'School of the Air'.
AYERS ROCK
Drive to Yulara National Park. Visit the mysterious Olgas and Ayers Rock with its caves and Aboriginal rock paintings. Fly on to the lively seaside town of Cairns and relax in the sun.
GREAT BARRIER REEF
We've included a full day's boat trip on the famous reef with the chance to see amazing, brightly coloured fish and other sea creatures.
SYDNEY
You'll love the excitement and beauty of Australia's biggest city - we've included a sightseeing tour and a visit to the famous Opera House. You can also book a day trip to the Blue Mountains.
MELBOURNE
We've included a city sightseeing tour - or you can visit the Penguin Parade.
We promise that by the end of the trip you'll be wanting to return!
",2
28,We proudly present our own hand-picked special selection of the very best cookbook titles now on offer. ,3
29,"Four young sports stars talk about their lives.
A Darius (runner)
I've always been sporty. I played a bit of everything at one time, but I was best at football and athletics. When I was 14, I had a trial for a professional football club, but eventually I opted to go down the athletics route instead. My biggest moment came when I got to compete for my country in the youth team and got a medal. It didn't result in much media attention, though, which was a shame. I'd been hoping some sponsorship would come out of it, because the training doesn't come cheap. I train at home all winter and then go away for three weeks, usually Florida, before the season starts. It's good fun - there are great athletics facilities there and the nightlife's great too. You've got to be really disciplined, though. If friends ask me to go out the night before training, I have to say no. I wish I didn't, but dedication pays in this sport. The main goal for me is to get to the next Olympics -that would be fantastic.",3
30,"Two years ago,our 14-year-old s on,Ben, asked us for a set of drums for his birthday. At first,we were very much against the idea because of the noise. 'It's better than watching television or playing computer games in my free time,' Ben argued ,'and it'll keep me out of trouble.' In the end we gave in. 'All right,' we said, 'but you must consider the rest of the family and the neighbours when you play.'
That was just the beginning. Because drums are not the easiest instrument to transport, the other members of Ben's band started appearing at our home with their guitars and other electrical equipment. And so, for several hours a week,the house shakes to the noise of their instruments and their teenage singing.
At least Ben's hobby has been good for our health: whenever the band start practising, my husband and I go out for a long walk. And I must admit that, although their music may sound a little strange, they are a friendly and polite group of young men. I cannot judge their musical skill - after all I didn't expect my parents' generation to like the same music as I did when I was a teenage - but they do play regularly in local clubs for young people.
Our main worry is that they won't spend enough time on their school work because of their musical activities, though this hasn't happened yet. I am always stressing to Ben how important his studies are. But one thing is certain - Ben was right: it has kept him out of trouble and he is never bored.",2
31,"Natural Books
We invited four leading naturalists to tell us about the wildlife classic that has influenced them most.
A
Geoffrey Lean
At least it wasn't hard to choose the author. As an environmental journalist, one advantage of longevity is that I have had the chance to meet some of the giants who pioneered thinking in the field. Of these, none stood, indeed, still stands, taller than a small, frail woman, Barbara Ward. I can't think of anyone else more at the heart of environmental issues in post-war Europe. She has synthesised her experience of various environmental movements into her own compelling philosophy. Unwillingly 'volunteered' to cover the field, I found, as a young journalist, that she, more than anyone, made it all make sense.
Picking the book was much harder. It could have been Only One Earth or Progress for a Small Planet. But despite its title (which sounded old-fashioned, even in 1976), The Home of Man is, to me, Barbara's most important book. Its focus is on the explosive growth of the world's cities, but its canvas is the great themes to which she devoted her life. It is as eloquent and as impassioned a plea as exists for what we would now call 'sustainable human development'. In the hundreds of books I have read since, I have yet to meet its equal.
B
Linda Bennett
When I open the pages of Signals for Survival by Niko Tinbergen, I can hear the long calls of herring gulls, recall the smell of the guano in the hot sun and visualise the general hullabaloo of the colony. This book explains superbly, through words and pictures, the fascinating world of animal communication.
Read Signals for Survival and then watch any gull colony, and the frenzy of activity changes from apparent chaos to a highly efficient social structure. You can see which birds are partners, where the boundaries are and, later on in the season, whole families can be recognised.
A distinguished behaviourist, Niko Tinbergen came from that rare breed of academics who wish to explain their findings to the layperson. His collaboration in this book with one of this century's most talented wildlife artists, Eric Ennion, was inspirational and has produced a book of interest to anyone with a love of wildlife. His spontaneous style of painting came from years of watching and understanding birds. With just a minimal amount of line and colour, he brings to life how one gull is an aggressor, how another shows appeasement. This is the art of a true field naturalist.
C
Lee Durrell
Most definitely, My Family and Other Animals by Gerald Durrell is the book that has had the greatest influence on my life. Beyond the obvious reason that it ultimately led me to a wonderful husband, and an exciting career in conservation, this extraordinary book once and for all defined my devotion to the natural world.
I was doing research work into animal vocalisations in Madagascar when I first read the book. I had been there two years and was discouraged by the number of setbacks I was encountering but when, at the end of the day, I opened My Family and Other Animals to where I had left off the night before, the world became a brighter place. Animals, people, joy and beauty inextricably woven together - a microcosm of a world worth saving.
Many people say that our species is the worst because of the terrible things we have done to the others. But I like to think back to Gerald as a boy in My Family and Other Animals, looking at the world's inhabitants as a whole, a family whose members, be they good, bad or indifferent, are nevertheless so intertwined as to be inseparable. And that is a concept we all need to grasp.
D
Bruce Pearson
A copy of The Shell Bird Book, by James Fisher, found its way into my school library shortly after it was first published in 1966. I was drawn to it at once, especially to the 48 colour plates of birds by Eric Ennion, painted, as the jacket puts it, ... with particular skill and charm'. It was those Ennion images which captured my attention.
I already had copies of other bird books and had spent several holidays learning to identify birds. They encouraged me to begin sketching what I saw as an aid to identification. But in The Shell Bird Book there was so much more to feast on. As well as the glorious Ennion paintings, there were chapters on migrants and migration, a review of the history of birds in Britain, and, best of all, a chapter on birds in music, literature and art.
It was the broad span of ornithological information and the exciting images that steered me towards being more of a generalist in my appreciation of birds and the natural world. The book made it clear that my emotional and creative response to nature was as valid and as possible as a rational and scientific one. And, as art was a stronger subject for me than maths or physics, I began to see a door opening for me
",4
32,"James
I purchased Glenthorne, my favourite house in Britain. It was a question of obtaining pure peace and reconnecting with my English roots and coming home. I grew up in what is now known as Sri Lanka, but at the age of twelve went to school in Devon, in the west of England. I used to cycle around the moors and village backstreets. We had a story about a place we would never cycle past: if you went down the driveway you'd never return.That place was Glenthorne. It's the place of my dreams. It's a magic, secluded, romantic house. You can't hear anything except sea, wind and birds.",3
33,"About this time in Iowa, a Quaker farmer called Jesse Hiatt discovered something sprouting from the roots of a dead tree. The shoot grew into an apple tree bearing a totally new apple which Hiatt named 'Hawkey'. He sent it to a fruit show and on biting into one the judge exclaimed 'Delicious, delicious!'. In 1895 the apple was introduced to the trade as a 'Delicious' and became one of the most widely grown apples in the world.",4
34,"Interesting people with the resilience to tackle new situations and get the most out of an original adventure. Mainly from the UK, Europe, Australia, New Zealand, Canada and the States. All our trips are designed to be within the capabilities of almost anyone who enjoys good health, is reasonably fit, and above all adaptable. The majority are aged between 25 and 55. About half are couples. The rest are enterprising individuals travelling alone.",4
35,Sue Brown judges hotels for a living. Christopher Middleton watched her in action.,4
36,"B. 
Harriet is poised and middle-class, with an architect husband and her own business. 
Ordinarily, she would never have met Sheila, a traditional working-class woman who looks after her ageing father and has brought up her grandson, Leo, since he was three.
Their lives are shattered when the teenage Leo viciously attacks Harriets son, Joe, in the street. After the court case both boys refuse to talk about what happened. Leo, who had been a model pupil and had never been involved in a fight before, will not explain what came over him, while Joe recovers physically but becomes withdrawn. Harriet is tortured by the effect on her son and ministering to him takes over her life. Sheila is so wracked with guilt that she requests a meeting - from which their unusual friendship grows.
The great strength of the author has always been in depicting how people react to upheaval in their lives. He also captures the mothers sense that, no matter how hard she tries, she can never do enough.",4
37,"I arrived here three weeks ago. I 'm studying at a language school in Brighton. The students come from many different countries and I have made a lot of new friends. 
There are classes for five hours every day. I like our teacher very much. His name is John and he helps me if I make a mistake. 
 
I want to visit London next weekend because I am going back to my country on Monday. Can I see you there? Please write to me soon.
 
With best wishes from Maria 
",1
38,"Chocolate, which has its origins in South America, is now part of a multi-million pound worldwide business. ",3
39,"The opening of a new supermarket used to be a bit of an event in Britain. You could always rely on a soap star, a disc jockey or a minor member of the royal family to come down and cut the ribbon. Now it seems that new branches are popping up every day in many areas and so the poor old celebrity has become superfluous. Why pay a famous person when any Tom, Dick or Harry will open it for nothing? Last week, waiting pensioners didn't care who opened the new branch of Superbuy, so long as they were at the front. According to one prospective customer who knew someone who worked there, the first five men over the threshold would be getting a bottle of aftershave, and the first five women, a bunch of flowers. This snippet of information quickly swept through the crowd, instilling feelings of smug superiority among those at the front, and envy from the latecomers.
",5
40,"During the black-and-white era of book illustration it was axiomatic that each and every children's book called for some form of illustration. This extended to the large category of novels for the upper reading ages, which was to suffer progressive attrition as print runs shortened. The level of activity in all areas of children's publishing remained considerable, but it was run predominantly as a low-budget operation for most of the period and as such encouraged a fair amount of routine and mediocre work, although the finest artists seldom submitted less than their professional best. Therefore, the black-and-white archive is part junk shop, part treasure house, a wonderful place for research or for browsing, and one in which to make immediate finds or to begin to re-evaluate a fertile artistic period. The real treasures are bound to return to public display, whether enduringly through reissues of individual titles and new publications about the artists who illustrated them - or from time to time in the form of exhibitions of original books and drawings. There are signs that, after a period of neglect, this is starting to happen and the familiar processes of stylistic rehabilitation can be seen to be at work. In due course, an enterprising publisher will doubtlessly see the potential for a series of classic children's book illustrations from this period either in facsimile reprint, or in freshly-designed editions using the original artwork where it survives.
",5
