,Text,Level
10,"This is no joke. Kelly Katrina Hildebrandt, 20, and Kelly Carl Hildebrandt, 24, are expecting just over 100 guests at a(an)  sank  at a church, where they will become husband and wife. Their modern romance was a  husband  made in cyberspace . She was  also  and bored one night last year, so she typed her name into the  that  social networking Website just to see if anyone  someone  it: . At the time, Kelly Hildebrandt, of Lubbock, Texas, was the only one matched. So she sent him a  with  . She said, ""Hi. We had the same name. Thought it was cool."" Kelly Carl Hildebrandt said, ""I thought she was pretty  slowly  ."" For the next three months the two  pulled  e-mails.  rushed  he knew it, occasional phone calls turned into daily chats, sometimes  information  hours. He  choice  her in Florida after a few months and fell head over heels. ""I thought it was fun,"" he said of that first online meet. ""I had no  tired  that it would lead to this."" Months after Kelly Hildebrandt sent her first e-mail, she found a diamond engagement  jump  hidden in treasure box on a beach in December. ""I totally think that it's all God's  apologies  ,"" Kelly Katrina Hildebrandt said. ""He planned it out just  address  ."" She's a student at a local community college. He works in financial  happy  . They plan to make their home in South Florida. There was also some uncertainty  added  how to phrase their wedding invitations, so they decided to include their  advice  names. But  hard  confusion likely won't carry on past the husband and wife, as Kelly Katrina Hildebrandt said there are no plans to pass along the name to their future  name  . ""No,"" she said. ""We're definitely not going to name our kids Kelly.""",4
11,"Dear Seth, You are only three years old, and at this point in your life you are not able to understand this letter. But some day when you  grow up  , I hope you will find something  _  in what I am going to tell you. Life can be  _  . There will be people in your life who won't be very nice. They'll  laugh at  you because you are different,  _  for no good reason. You will also face heartbreak and might be  _  by those you love. I hope you don't have to face these too much, but such things  _  . Be open to life anyway. You'll find cruelty and  _  in your journey through life, but don't let that  _  you back from finding new things. Don't retreat from life, and don't  _  or wall yourself off. Be open to new things, new experiences, and new people. You will  _  many times, but if you allow that to stop you from trying, you will  _  many chances. Do remember failure is a stepping stone to  _  . You will meet many people who will try to do  _  than you, in school, in college, and at work. They'll try to have nicer cars, bigger houses, nicer clothes, and so on. To  _  , life is a competition. However, I believe life is a(n)  _  . If you always try your best to  _  others, you are wasting your life. Learn to enjoy your life  _  and you will make it a journey of  _  , of learning and of love. Finally, know that I love you and always will. You are  _  a really wonderful journey, and I will always be there for you. Love, Dad",4
12,"Once there lived a rich merchant  and a poor shoemaker in the same house.The merchant occupied the second floor,   sank  the
shoemaker lived and worked in a small room on the first floor.The shoemaker was one of the   husband  persons on earth.He worked from morning till night, singing merrily.His heart was filled with   also  , whenever he saw the boots and
shoes  to be repaired  .Now the merchant upstairs was so rich that he   that  knew how
much wealth  he had.He was always   someone  over his gold and silver coins far into the night.Even in bed his uneasiness  about his riches kept him   with  .When at last he had been asleep for an hour or two, up came the song of the happy shoemaker, who was an   slowly  riser.It continued all day and was a(n)   pulled   to the merchant.Day by day the merchant grew more and more tired through want of   rushed  .He asked a wise friend of his how he could put an   information  to the shoemaker's song.""Well, if I were you, I would give the shoemaker a hundred pounds,"" answered his friend.""You are rich enough to do that, I suppose.Ask for nothing in   choice  .Simply give the money."" The merchant   tired  the advice.
When the shoemaker   jump  the
bag that had been sent by the merchant, he was  apologies  to
find shining coins.""I must hide this from the eyes of my neighbors.If they see it, they will think that I have stolen it,"" he thought.""I will   address  it away even from my wife."" So he hid the bag of money under the floor.From then on he   happy  his neighbors as much as he could.His wife who had been the best   added  to him, became troublesome.Now his mind was too much set on the money bag to   advice  to
his work with diligence .He could not sing merrily now.  hard   he thought of the money bag, he became uneasy and unhappy.",4
13,"A new term has begun. Teachers are  sank  about the fact that new students are not easy to handle. They like to bring cellphones and MP3 players to school. What is  husband  ,some students even use cellphones to do with out-of-class matters in class,or sometimes just for fun. Some other students listen to MP3 players when they are having a lesson that they are not interested in. Are these new students really that  also  ? 'Yes,' says Delaney Kirk,a professor at Drake University.  that  she adds it's not their fault. Instead, the things that they bring into school---cellphones,MP3 players and so on --- and the teachers are to blame. Kirk first began thinking about students' manners six years ago. 'I had my first class in which students were sleeping or talking to each other. It seemed that learning well  someone  nothing to do with them,' she says. 'At first,I got worried about this,but then I said to myself, ""You're teaching  with  ,and you need to manage this...These students need to know more about manners. It's time to help them develop some good  slowly  . They shouldn't waste time doing nothing when they are young. Sooner or later,they might regret the time they have wasted.""' Kirk also  pulled  : * Tell students how they will benefit by taking the class. On the first day of class,emphasize its importance  rushed  giving some homework that students must turn in next time. * Do not allow them to bring cellphones and MP3 players to the class at all. # Decide  information  formal and informal the class will be.",3
14,"The Read family comes to a new big city, but Mrs. Read's son, Bob is not happy. He doesn't have anyone to play with. ""Don't sank !"" says his mother, ""You will soon make friends here."" One morning, there is a husband at the door. Bob's mother, Mrs. Read, opens it. There, stands a woman with brown hair. It is Mrs. Miller. She comes to borrow some also . She wants to that cakes. Mrs. Read gives her two. In the afternoon, there is another knock at the door, Mrs. Read opens it and sees a boy someone there. "" My name is Jack Miller,"" he days, ""My mother sends you this cake and the two eggs."" ""Well, thank you, Jack."" says Mrs. Read, "" Come in   and meet my son Bob."" Look ! Bob and Jack are having cake and milk. They are playing football. Now they are  with ! Jack says, ""I'm glad you live next door."" Bob says , "" I must thank your mother for coming to slowly eggs. "" Jack laughs and tells Bob, ""My mother doesn't want the two eggs, but she wants to make friends pulled your mother. "" Bob says, ""That's a funny way to make friends. It's a(n) rushed way, too. It can work!"" Only if you're willing to make friends can you always find some ways!",3
15,"Hello,boys and girls! I  sank  Frank Smith.Frank is my  husband  name.Smith is my  also  name. This is  that  schoolbag. It is black. Oh, that is  someone  eraser. It's  white  . But it  with  my eraser. I found it in Class2, Grade7. Is this  slowly  eraser? Please  pulled  me  rushed  687-5948.",3
16,"Welcome to Moonlight Music Club! Mr. Dean is a good sank . He can play the piano, the violin husband the drums. And he is very good also kids.
Do you know Zhang Shaobo? He is Mr. Dean's good friend . He that play the violin in different ways. He often comes here to help children someone violin. Do you like him ? please come and watch his great with .
Do you want to learn slowly music? Please come and join pulled . We can rushed you with music. My telephone number is 010-9587. My information address is deanviolion@ 126. com.",3
17,"Do you hope to move to another city or a foreign country? It may be interesting. But how about moving to  another planet? A US company now has a plan: sending people to Mars sank 20 years. To begin with, the company plans to send a few people to go to Mars first. It will husband them  several months to get there. When they arrive, they will build a  house first.  But Mars is not an easy place to live on .It is rocky,cold  and has lots of sandstorms . Also, there is  also air for breath. So people would have to live in a special house. They would have to wear special clothes if they go out. People will have to find  that resources ,iron, water and so on . All these could
help people live there....  Sounds interesting? You might want to go to Mars now.  someone will things go well as the company hopes? We'll wait and see.",3
18,"Hey, boys and girls! sank morning. My name husband Eric. I also 12 years old . I have that ID card. Its someone is 3367753. Miss Wang is our Chinese teacher. with is very nice. We all like her very much. What's slowly telephone number?  Oh, pulled 6207654. If  you have some questions, you can call her. She likes rushed very much. Her pen is blue. Her ruler is blue, too. Can you tell me what information you like? Red, white or green?",3
19,"When I come across a good article in reading newspapers, I often want to   sank   and keep it. But just as I am about to do so I find the article on the   husband   side is as much interesting. It may be a discussion of the   also   to keep in good health, or advice about how to behave and conduct oneself in   that  . If I cut the front article, the opposite one is likely to suffer   someone  , leaving out half of it or keeping the   with   without the title. Therefore, the scissors would   slowly   before they start, or halfway done when I find out the regretful   pulled  .
Sometimes two things are to be done at the same time, both   rushed   your attention. You can only take up one of them,   the other   has to wait or be given up. But you know the   information   is unpredictable--the changed situation may not allow you to do what is   choice   behind. Thus you are caught in a difficult   tired   and feel sad. How   jump   that nice changes and brilliant ideas should gather around all at once? It may happen that your life changes greatly on your   apologies   of one choice to the other.
In fact that is what   address   is like: we are often faced with the two opposite   happy   of a thing which are both desirable like a newspaper cutting. It often occurs that our attention is   added   to one thing only after we get into another. The former may be more important than the   advice   and give rise to a divided mind. I still remember a philosopher's remarks: ""When one door shuts, another opens in life."" So a casual   hard   may not be a bad one.",4
20,"A long time ago there lived a poor slave whose name was Aesop. He was a  sank  man with a large head and bright big eyes. When Aesop was about 20, his master  husband  a lot of money and had to sell his slaves. To do this, he  also  to take them to a large  that  where there was a slave market. The city was far away. The slaves must  someone  the whole distance and there were a number of bags for them to carry. ""  with  your bags, boys,"" said the master. ""There is one for each of you."" Aesop at once chose the  largest  one. The other slaves laughed at him and said he was  slowly  . But he threw it upon his shoulders and seemed very  pulled  . The next day, the laugh was the other way. For the bag Aesop had chosen was filled with the  rushed  for the whole party. After all had eaten three meals from it, it was much lighter. And before the end of the journey Aesop had nothing to carry  information  the other slaves were suffering under their heavy bags. ""This is a  choice  fellow,"" said the master. ""The man who will buy him must pay a  tired  price."" A very rich man, named Xanthus,  jump  Aesop and took him to his home in Samos. Soon the little slave became known for his  apologies  . He often told some funny stories that taught some great truth to  address  his master and his master's friends. They  happy  how Aesop could have thought of them. His master was so much  added  with him that he gave him  advice  . Aesop was no longer a slave. Many great men were glad to call him their friend, and kings  hard  asked his advice and were amused by his stories.",4
21,"Do you have the ability to live cheaply? Now here's a true story of an American girl,Sarah.  sank  Sarah left university,she began to live in New York City on her own.She  found  ,but the salary was  less than  $30,000 a year.Her parents thought her life would be hard,but Sarah  was able to  Iive on her salary and stilI saved $5,000 in a year.How was that  husband  Cheap living  also  starts with keeping the big cost small.For most people,that  that  housing.So Sarah chose to share a flat with three other friends.Her next biggest cost was  someone  .When she ate out,she went to cheap restaurants.  with  she bought a $9.99 whole chicken at a local restaurant.She then  slowly  the chicken bones home and made soup out of them.Nowadays young people often  pulled  ).But Sarah said,""I enjoy walking  rushed  .I love going to museums and parks."" Did Sarah feel poor  because of  cheap living? Not really.She even managed to take two trips,one to the Netherlands,  the other  to Portland. ""Don't think of saving money as something  information  .It's a kind of game,""said Sarah.",3
22,"One night,  Lottie Williams was walking alone through a park in Tulsa. Suddenly she saw a huge  sank  high up in the sky.  She was surprised at that very moment.  She thought she'd just  husband  a shooting star. Less than thirty minutes later, that surprise turned to  also  .
""I was  that  walking through the park when I felt a tap on my  someone  ."" Williams explained. As a result of being  with  , she started to run, thinking a stranger had appeared out of  slowly  . Then she heard something hit the ground behind her. ""The  pulled  was similar to an empty glass jar, ""  Williams recalled.   "" Then I  turned around  and found it looked like a piece of fabric   ,  rushed  it sounded like metal. "" Williams felt  information  that she was just fine.
Excited by her  choice  , she took the fallen piece of sky to her local library where she was advised to  tired  the National Weather Service, who told her about  a rocket  that had entered the earth ' s atmosphere the night before.  After  jump  what had happened,  Williams took the piece to the University of Tulsa where Dr Winton Cornell  apologies  it with an electron microscope.
""It had been partly  address  when flying down at high speed. It appeared to be the kind of material used t0  happy  fuel tanks,"" Williams said. She then sent it to a research center, where they did further analysis  added  the material to be part of the fuel tank of a US spacecraft, the  advice  0f which is to make sure fuel tanks can not be damaged easily. Lottie Williams has become perhaps the only person in history to ever get hit by falling space rubbish.",4
23,"The day was Thankful Thursday, our "" regular day"" of service. It's a  sank  tradition that my two little girls and I began years ago. On this  husband  Thursday, we had no idea exactly what we were going to do.  also  along a busy road, we prayed for guidance in search of  that  our weekly Act of Kindness. My girls were  someone  , and started shouting "" McDonald's"" . Suddenly I realized that almost every crossing I  passed through  was occupied by a beggar, and then it hit me! All these beggars must be hungry. Perfect! We were going to buy  with  for them. It was a great way to  slowly  . The Act of Kindness was anonymous ,and we loved what we saw in the back view mirror: a  pulled  and delighted person holding up his lunch bag and just looking at us  rushed  we drove off. We had come to the end of our "" route"" where there was a small woman standing there, asking for  information  . We handed her our final lunch bag, and then made a U-turn to head back in the opposite direction for home. Unfortunately, the light stopped us. I was  choice  and didn't know quite how to behave. ""No one has ever done anything like this for me before,"" the woman said with  tired  . I replied, ""Well, I'm glad that we were the first one.""  jump  uneasy , and wanting to move the conversation along, I asked, ""So, when do you think you'll eat your lunch?"" ""Oh honey, I'm not going to  apologies  this lunch."" I was confused , and she continued , ""I have a little girl of my own at home and she just  address  McDonald's , but I can never buy it for her because I just don't have the  happy  . You know what... tonight she is going to have McDonald's !"" So many times I had  added  whether our Acts of Kindness were too small or insignificant to really  advice  any difference . Yet in that moment, I recognized the  hard  of Mother Teresa's words, ""We cannot do great things---only small things with great love.""",4
24,"People can find bears in many places in the world. They have large bodies and thick legs but sank tails. Bears are not real meat-eaters because they almost eat everything . Bears are not so dangerous husband people think them to be. Bears are very brave. Many also were killed by bears when they wanted to kill bears.
Bears have very good smell but very poor that . So they usually find something with their noses, not with their eyes. They live mainly on root , fish and small insects. Sometimes they kill deer and other animals. In fact, they like someone animals better like rabbits. Adult bears are cleverer than most other animals because they can think of something. Have you seen how with they beg for sweets and food in the zoo? They are our friends slowly we should try our best to protect them.",3
25,"Zhang Yishan studies in Beijing Movies University now. And Yang Zi is in his class, too . You don't know  sank  very well, do you?  husband  do you know Many people like the  also  and their three children in it . Today ,let's talk about Zhang Yishan . He  that  Liu Xing in the play Zhang Yishan was born on May 5,1992. Black and white are his favorite  someone  . His favorite  with  is the monkey. Zhang Yishan likes  slowly  .He sings very well. He can also do Chinese kung fu .He  pulled  Chinese kung fu for 5 years .And he is good at basketball .Lin Junjie and Jay Chou are his favorite  rushed  . Zhang is very  information  now. He studies at school and works after class .Let's hope he can be a great actor.",3
26,"An old man who lived in a small back street of my hometown had to tolerate the nuisance of boys playing football and making a lot of noise outside his house at night One evening when the boys were particularly  sank  .he went out to talk to them.He explained that he had just retired and was  husband  when he could see or hear boys playing his  also  game,football.He would  that  give them 25 dollars each week to play in the street at night.The boys got  someone  , for they could hardly believe  with  they were being paid to do something they  slowly  . The first two weeks had passed;the boys came to the old man's house, and went away  pulled  with their 25 dollars.The third week when they came back,  however  ,the old man said he hadn't much money  rushed  himself and sent them away with only 15 dollars.The fourth week, the man said he hadn't yet received his  paycheck  from the govertnment and gave them only 10 dollars.The boys were disappointed,but there was  information  much that they could do about it. At the  choice  of the fifth week, the boys came back and  tired  at the old man's doon, waiting for their  jump  .Slowly, the door opened and the old man appeared.He  apologies  that he could not afford to pay them 25 dollars  address  he had promised, but said he would give them five dollars each week without  happy  This was really too much for the boys.""You expect us to play seven days a week for merely five dollars!""they yelled.""  No way  !"" They  added  away and never played on the street again.",4
27,"Edie was nine years old, and she was tinier than other children of her age. One day, she ran home crying loudly, because she was  sank  by the three new girls of her school. They picked her as the object of their  husband  and threatened to beat her up. Edie's mother held her  also  and comforted her. She  that  the next day that the girls had been troublemakers at several other schools and they were being given one more  someone  at a new beginning. Edie's  with  said ,""Be kind to your enemies, Edie.""She  slowly  said, ""When the girls  pulled  to threatened you next time ,tell them you want to be their friend.""""Are you  rushed  enough to do that?""Edie's mother asked. The  information  girl answered, ""Yes, Mom, I'll try."" Every day, the girls pushed Edie and called her names and  choice  to get in a poke or two. Each time, Edie looked up at them and said, "" I'd really like to be your  tired  ""But it seemed that this wasn't working. Then one day the following week, Edie ran home as  jump  as she could , shouting ,""Mom, guess what happened today ! Just like I  apologies  did, I said I'd really like to be their friend, and one of the  address  said ,'Okay, Edie, we  give up  and we'll be your friends'""A short time later, Edie sat at a table with them and  happy  their tutor . Towards the end of the school year,  added  Edie's parents went to school for a parent-teacher conference, the teacher told  advice  ,""Because of Edie's kindness, those girls have completed  turned around  and are model students in the class.""",4
28,"Elephants practice altruism  . An Indian elephant called Chandrasekharan lifted poles off a truck as it moved along, and placed them in   sank   . When Chandrasekharan came to one hole dug in the ground, he   husband   to put the pole in.   also   , the owner checked and discovered a dog sleeping in it. Only when the dog was   that   would Chandrasekharan put the pole in. This sort of   someone   is typical of elephants. 
Elephants really do have long   with   . Elephants eat an incredible variety of foods and need to cover large distances to get it. They need to know   slowly   to go at what time of year. They learn this and   pulled   it. They also have   rushed   communication and societies. They need to remember all the different individuals'   information   and smells so as to be socially adept . The old saying, ""An elephant never   choice   ,"" is fairly true.
I once had a love-hate relationship with an elephant in Zimbabwe in 1991. Every day I'd   tired   out of the front gate and an elephant would attack my vehicle. And every day I'd rev  my engine and    jump   the door and tell him to get away and then we would go our   apologies   ways. Every single day this happened without   address   . If other vehicles came and went he would   happy   them and then go for mine. 
One day I went out in a(n)   added   vehicle, stopped nearby and watched for a while. The wind changed, and he caught my smell.   Of course   , he recognized me as usual.
More recently it has been   advice   that spindle neurons play an important role in the development of   hard   behavior. Spindle neurons are found in the brains of humans, great apes, dolphins and elephants.",4
29,"It was December 2013, and I decided to return to India after spending five years in the US studying.
I was in the process of  sank  and among the items I put up for sale was an old computer. A student agreed to take it for $ 20. I decided to wipe it clean  husband  handing it over , but while doing so, a tiny spring    came off  and disappeared somewhere on the floor.
I put the  also  off for a week and found a small downtown repair shop. The repairman there, a tall gentleman, was kind and helpful. ""It's a  that  job,"" he said, examining the computer. ""We only  someone  a small fee.""
When I returned the next day, I noticed that the spring had been  with  and that the computer was in working order. But I was served a bill for $ 50! I tried to  slowly  my troubles to the store manager, who although  pulled  , was unmoved. ""Sorry,"" he said to me, ""I can't break the rules.""
However, he did suggest a (n)  rushed  . ""We can undo what the repairman has done,"" he said. ""That way you can take back the computer without having to pay our  information  ."" I agreed, somehow feeling both  choice  and disappointment. The repairman removed the spring, then handed the computer back to me.
I tucked   it under my arm and hurried towards my  tired  , eager to forget the whole thing. Just then, in the deserted parking lot, I felt a  jump   tap on my shoulder. I turned around to find the tall repairman standing behind me with a  apologies  .
""Hey man, take it easy,"" he told me. ""  address  a spring isn't that difficult. You can do it yourself."" He then walked back to the store after having  happy  two tiny computer springs into my palm.
I guess he gave me two pieces  in case  I broke or lost the first one while trying to fix it myself. I really wanted to go back to the store to  added  him, but I didn't know what to say or how to say it without getting him in  advice  with his employer.",4
